,Categoria,Area construida,Preço,Quartos,Banheiros,Vagas,Bairro
1724,Apartamentos,119.0,400000.0,3,3,3,Jóquei
1725,Casas,169.0,550000.0,3,4,4,Catarina
1726,Casas,280.0,1300000.0,5,5,4,Núcleo Urbano Fazenda Real
1727,Casas,99.0,1000000.0,4,3,3,São João
1728,Apartamentos,176.0,1100000.0,4,4,2,Ilhotas
1729,Apartamentos,205.0,1500000.0,5,5,4,Jóquei
1730,Apartamentos,103.0,620000.0,3,1,1,São Sebastião
1731,Casas,200.0,590000.0,4,1,1,Satélite
1732,Casas,240.0,750000.0,4,4,5,Morada do Sol
1733,Apartamentos,62.0,340000.0,3,1,2,São Sebastião
1734,Apartamentos,77.0,390000.0,2,1,1,Noivos
1736,Casas,520.0,2400000.0,3,3,4,Uruguai
1737,Apartamentos,80.0,700000.0,3,1,1,Ininga
1739,Casas,200.0,870000.0,4,5,5,Ininga
1740,Apartamentos,125.0,650000.0,3,3,2,Centro
1741,Casas,448.0,1900000.0,4,5,5,Fátima
1744,Apartamentos,48.0,150000.0,2,1,1,Cidade Jardim
1745,Apartamentos,72.0,210000.0,3,1,1,Primavera
1746,Apartamentos,76.0,285000.0,3,2,1,Samapi
1747,Apartamentos,65.0,330000.0,3,1,2,Gurupi
1748,Apartamentos,110.0,240000.0,4,3,1,Aeroporto
1749,Casas,95.0,190000.0,3,2,2,Vale Quem Tem
1750,Casas,120.0,599000.0,4,5,2,Gurupi
1751,Apartamentos,59.0,200000.0,2,2,1,Campestre
1752,Apartamentos,180.0,800000.0,3,5,2,Jóquei
1753,Casas,200.0,590000.0,4,3,4,Satélite
1754,Apartamentos,60.0,300000.0,2,2,1,Morros
1755,Apartamentos,151.0,740000.0,3,4,2,Zoobotânico
1756,Apartamentos,70.0,290000.0,3,3,2,Horto
1757,Casas,156.0,390000.0,4,3,3,Satélite
1758,Apartamentos,52.0,250000.0,2,1,1,Cristo Rei
1759,Casas,200.0,300000.0,4,2,2,Saci
1760,Apartamentos,60.0,230000.0,2,2,1,Campestre
1761,Apartamentos,224.0,1800000.0,3,4,3,Jóquei
1762,Casas,103.0,620000.0,3,2,2,Campestre
1763,Apartamentos,107.0,760000.0,4,4,2,Jóquei
1764,Apartamentos,67.0,225000.0,2,2,1,São Cristóvão
1765,Apartamentos,74.0,470000.0,2,2,1,Santa Isabel
1766,Apartamentos,107.0,900000.0,1,1,2,Jóquei
1767,Apartamentos,124.0,690000.0,3,2,2,Jóquei
1768,Apartamentos,74.0,355000.0,3,2,1,Santa Isabel
1769,Apartamentos,137.0,900000.0,3,4,2,Jóquei
1770,Casas,220.0,1700000.0,4,5,4,Uruguai
1771,Apartamentos,304.0,1900000.0,4,5,4,Jóquei
1772,Casas,57.0,196000.0,2,1,2,Vale do Gavião
1773,Apartamentos,108.0,800000.0,3,4,2,Jóquei
1774,Casas,200.0,850000.0,4,4,5,Santa Isabel
1775,Casas,200.0,590000.0,4,3,4,Satélite
1776,Casas,226.0,750000.0,4,5,5,Fátima
1777,Apartamentos,136.0,1137479.0,3,3,2,Fátima
1778,Apartamentos,75.0,420000.0,3,2,1,Santa Isabel
1779,Apartamentos,48.0,259900.0,2,3,1,Cristo Rei
1780,Casas,220.0,1700000.0,4,5,4,Uruguai
1783,Casas,99.0,180000.0,3,1,2,Esplanada
1784,Apartamentos,58.0,220000.0,1,2,1,Santa Isabel
1785,Casas,150.0,330000.0,4,3,2,Parque Piauí
1786,Apartamentos,49.0,160000.0,3,1,1,Aeroporto
1787,Apartamentos,62.0,340000.0,3,2,2,São João
1788,Apartamentos,70.0,270000.0,3,2,1,São João
1789,Casas,280.0,700000.0,5,3,5,Ininga
1790,Casas,210.0,1150000.0,4,4,2,Morros
1791,Apartamentos,78.0,160000.0,2,2,2,Parque Ideal
1792,Apartamentos,60.0,300000.0,2,2,1,Morros
1793,Casas,186.0,995000.0,4,4,4,Ininga
1794,Apartamentos,79.0,735000.0,2,3,2,Fátima
1795,Apartamentos,75.0,504000.0,3,2,1,Santa Isabel
1796,Apartamentos,69.0,365000.0,3,3,2,São Cristóvão
1797,Apartamentos,55.0,160000.0,2,2,1,Colorado
1798,Apartamentos,102.0,550000.0,3,4,2,Horto
1800,Apartamentos,141.0,1270000.0,3,4,3,Fátima
1801,Apartamentos,77.0,190000.0,3,1,1,Alto Alegre
1802,Apartamentos,300.0,270000.0,3,2,3,Noivos
1803,Apartamentos,202.0,1200000.0,5,5,3,Fátima
1804,Apartamentos,227.0,1900000.0,3,4,4,Jóquei
1805,Apartamentos,119.0,950000.0,3,4,2,São Cristóvão
1807,Apartamentos,70.0,380000.0,3,2,2,Ininga
1808,Apartamentos,116.0,630000.0,3,4,2,Aeroporto
1809,Apartamentos,55.0,230000.0,2,2,1,Aeroporto
1810,Apartamentos,55.0,220000.0,2,2,1,São Cristóvão
1811,Apartamentos,48.0,137065.0,2,1,1,Centro
1812,Casas,120.0,398000.0,4,2,3,Gurupi
1813,Casas,152.0,800000.0,4,4,2,Samapi
1814,Casas,200.0,850000.0,4,4,4,Santa Isabel
1815,Casas,175.0,890000.0,4,5,4,Gurupi
1816,Casas,190.0,1150000.0,3,2,2,Fátima
1817,Apartamentos,77.0,345000.0,3,3,1,Morada do Sol
1818,Casas,169.0,430000.0,3,3,4,Morada Nova
1819,Apartamentos,108.0,650000.0,4,4,2,Piçarreira
1820,Apartamentos,105.0,750000.0,3,2,2,Fátima
1821,Apartamentos,60.0,340000.0,2,2,1,Horto
1822,Casas,87.0,414000.0,3,3,1,Morros
1823,Casas,287.0,850000.0,5,5,4,São João
1824,Casas,200.0,590000.0,4,3,4,Satélite
1825,Casas,279.0,1280000.0,4,4,4,Zoobotânico
1826,Apartamentos,32.0,297600.0,2,2,1,Horto
1827,Casas,180.0,950000.0,4,4,2,Gurupi
1828,Apartamentos,43.0,140000.0,2,1,1,Cidade Nova
1829,Casas,76.0,290000.0,3,3,2,Morros
1830,Apartamentos,64.0,330000.0,3,3,2,São Cristóvão
1831,Apartamentos,80.0,750000.0,3,2,2,Jóquei
1832,Apartamentos,141.0,1174400.0,3,4,3,São Cristóvão
1833,Apartamentos,210.0,1100000.0,3,4,4,Fátima
1834,Apartamentos,31.0,157000.0,1,1,1,Uruguai
1835,Apartamentos,74.0,355000.0,3,2,1,Santa Isabel
1836,Apartamentos,160.0,1600000.0,3,4,3,Jóquei
1837,Apartamentos,57.0,269296.0,2,2,2,Cristo Rei
1838,Casas,102.0,170000.0,2,2,1,Santa Maria
1839,Apartamentos,45.0,210000.0,2,1,1,Uruguai
1840,Casas,174.0,900000.0,4,5,3,São Cristóvão
1842,Apartamentos,60.0,316461.0,3,2,2,Recanto das Palmeiras
1843,Apartamentos,78.0,220000.0,2,3,1,Santa Isabel
1844,Apartamentos,68.0,259990.0,3,1,1,Gurupi
1845,Casas,104.0,450000.0,3,3,2,Uruguai
1846,Apartamentos,106.0,820000.0,3,4,2,Horto
1847,Casas,10.0,210000.0,2,2,2,Satélite
1848,Casas,106.0,350000.0,3,2,2,Vale Quem Tem
1849,Apartamentos,49.0,160000.0,2,1,1,Primavera
1851,Apartamentos,69.0,200000.0,3,2,1,Ininga
1852,Casas,92.0,270000.0,3,3,2,Vale Quem Tem
1853,Apartamentos,65.0,250000.0,2,2,2,Uruguai
1854,Apartamentos,141.0,1270000.0,3,4,3,Fátima
1855,Apartamentos,128.0,1000000.0,3,4,2,Fátima
1856,Apartamentos,66.0,315000.0,3,2,1,Gurupi
1857,Casas,180.0,250000.0,4,2,2,Vale Quem Tem
1859,Casas,70.0,300000.0,4,2,2,Saci
1860,Casas,300.0,930000.0,4,3,4,Novo Uruguai
1861,Apartamentos,50.0,135000.0,2,1,1,Angelim
1862,Apartamentos,67.0,420000.0,3,3,2,Ininga
1863,Apartamentos,89.0,350000.0,4,3,2,Morada do Sol
1864,Apartamentos,119.0,600000.0,4,2,2,Jóquei
1865,Apartamentos,90.0,370000.0,2,2,1,São João
1866,Apartamentos,59.0,220000.0,3,2,1,Novo Horizonte
1867,Casas,40.0,170000.0,2,1,3,Vale do Gavião
1868,Casas,303.0,850000.0,4,4,4,São Cristóvão
1869,Casas,329.0,2750000.0,3,5,4,Uruguai
1870,Casas,122.0,529000.0,3,2,2,Gurupi
1871,Apartamentos,80.0,560000.0,3,4,2,Horto
1873,Apartamentos,102.0,270000.0,3,2,2,Morada do Sol
1874,Apartamentos,142.0,1139000.0,3,1,3,São Cristóvão
1875,Casas,95.0,170000.0,2,1,0,Mocambinho
1876,Casas,160.0,600000.0,4,3,3,Fátima
1877,Apartamentos,50.0,130000.0,2,1,1,Uruguai
1878,Casas,500.0,130000.0,3,2,4,Lourival Parente
1879,Casas,400.0,600000.0,3,1,2,Centro
1880,Apartamentos,77.0,240000.0,3,3,1,Santa Isabel
1881,Apartamentos,81.0,730000.0,3,2,2,Jóquei
1883,Casas,280.0,1650000.0,4,5,4,Uruguai
1884,Apartamentos,62.0,290000.0,3,2,2,São João
1885,Casas,220.0,1500000.0,4,3,2,Uruguai
1886,Apartamentos,72.0,460000.0,2,2,2,São Cristóvão
1887,Casas,300.0,1150000.0,4,3,4,Novo Uruguai
1889,Casas,350.0,880000.0,2,5,5,Gurupi
1890,Apartamentos,86.0,564990.0,3,3,2,Jóquei
1891,Casas,266.0,600000.0,3,4,2,Lourival Parente
1893,Apartamentos,50.0,168985.0,2,2,1,Bela Vista
1894,Apartamentos,56.0,225000.0,2,2,1,Aeroporto
1895,Apartamentos,56.0,175000.0,3,1,1,Vale Quem Tem
1896,Casas,102.0,240000.0,2,2,1,Saci
1897,Casas,144.0,289000.0,3,2,1,Pedra Mole
1898,Apartamentos,34.0,197800.0,1,1,1,São Cristóvão
1899,Apartamentos,58.0,185000.0,1,2,1,Santa Isabel
1900,Apartamentos,103.0,620000.0,3,2,2,Jóquei
1901,Apartamentos,77.0,320000.0,2,2,2,Santa Isabel
1902,Casas,65.0,165000.0,3,1,1,Santa Maria
1903,Apartamentos,45.0,110000.0,2,1,2,Vale Quem Tem
1904,Apartamentos,137.0,500000.0,2,1,2,Jóquei
1905,Apartamentos,131.0,1039530.0,3,4,2,Jóquei
1906,Apartamentos,75.0,350000.0,2,3,1,São Cristóvão
1907,Casas,202.0,2000000.0,3,2,2,Uruguai
1908,Apartamentos,32.0,288000.0,1,1,1,Horto
1909,Casas,105.0,315000.0,3,1,4,Vale Quem Tem
1910,Apartamentos,225.0,2163425.0,4,5,4,Jóquei
1911,Apartamentos,60.0,300000.0,2,2,1,Morros
1912,Apartamentos,74.0,495000.0,2,2,1,Santa Isabel
1913,Casas,77.0,311000.0,3,3,2,Pedra Mole
1914,Apartamentos,200.0,1600000.0,4,5,5,Jóquei
1915,Apartamentos,75.0,260000.0,3,1,1,Uruguai
1916,Casas,288.0,250000.0,3,1,2,Parque Alvorada
1917,Apartamentos,107.0,860000.0,3,3,3,Jóquei
1918,Casas,186.0,995000.0,4,4,4,Ininga
1919,Apartamentos,110.0,450000.0,3,3,2,Centro
1920,Apartamentos,77.0,160000.0,3,2,1,Ininga
1921,Casas,130.0,330000.0,3,3,2,Morros
1922,Casas,99.0,380000.0,3,2,2,Gurupi
1923,Apartamentos,227.0,1900000.0,3,4,4,Jóquei
1924,Casas,450.0,2650000.0,5,5,4,Uruguai
1925,Casas,77.0,323639.0,3,3,2,Morros
1926,Apartamentos,142.0,1174400.0,3,4,3,São Cristóvão
1927,Apartamentos,107.0,900000.0,3,3,2,Jóquei
1928,Apartamentos,75.0,270000.0,3,2,1,Piçarreira
1929,Casas,302.0,2200000.0,4,5,2,Uruguai
1930,Casas,93.0,359000.0,3,3,2,Tabajaras
1931,Casas,279.0,1280000.0,4,4,3,Morros
1932,Casas,480.0,2500000.0,5,5,4,São Cristóvão
1933,Apartamentos,66.0,280000.0,3,2,1,Gurupi
1935,Casas,180.0,995000.0,4,3,5,Ininga
1936,Apartamentos,174.0,950000.0,4,5,2,Ilhotas
1937,Apartamentos,59.0,311500.0,3,2,2,Recanto das Palmeiras
1938,Apartamentos,70.0,300000.0,2,2,1,Morros
1939,Casas,180.0,280000.0,4,2,2,Reis Veloso
1940,Casas,340.0,1450000.0,5,5,2,São João
1941,Apartamentos,77.0,340000.0,3,3,1,Campestre
1942,Casas,250.0,570000.0,4,5,2,Fátima
1943,Casas,160.0,385000.0,3,3,4,Buenos Aires
1944,Casas,224.0,1500000.0,4,5,2,Uruguai
1945,Apartamentos,206.0,1780000.0,3,3,3,Jóquei
1946,Casas,267.0,2500000.0,4,4,2,Uruguai
1947,Apartamentos,200.0,1780000.0,4,4,3,Jóquei
1948,Casas,180.0,1050000.0,4,4,2,Horto
1949,Apartamentos,110.0,550000.0,3,3,2,Ininga
1950,Casas,440.0,1300000.0,4,5,4,Socopo
1951,Apartamentos,191.0,980000.0,4,5,3,Fátima
1952,Apartamentos,130.0,924670.0,3,4,2,Fátima
1953,Apartamentos,160.0,1600000.0,3,4,3,Jóquei
1955,Apartamentos,46.0,170000.0,2,1,1,Piçarreira
1956,Apartamentos,69.0,250000.0,3,1,1,Cristo Rei
1957,Apartamentos,76.0,220000.0,2,1,1,Ininga
1958,Apartamentos,84.0,270000.0,3,2,1,Santa Lia
1959,Apartamentos,52.0,160000.0,2,1,1,Campestre
1960,Casas,160.0,750000.0,4,3,2,Morros
1961,Apartamentos,61.0,195000.0,2,2,1,Novo Horizonte
1962,Apartamentos,60.0,350000.0,2,2,1,São João
1963,Casas,145.0,690000.0,4,5,3,Morros
1964,Apartamentos,55.0,220000.0,2,2,1,São Cristóvão
1965,Casas,322.0,1299000.0,4,4,5,Ininga
1967,Apartamentos,71.0,195000.0,2,2,1,Santa Isabel
1970,Casas,246.0,1500000.0,3,4,4,Uruguai
1971,Casas,226.0,750000.0,4,5,5,Fátima
1972,Apartamentos,180.0,1200000.0,4,4,3,Fátima
1973,Casas,170.0,495000.0,3,4,2,Morros
1974,Casas,160.0,385000.0,3,3,4,Buenos Aires
1975,Casas,137.0,860000.0,4,5,3,Morros
1976,Casas,200.0,870000.0,4,5,5,Ininga
1977,Casas,600.0,2980000.0,4,5,4,Uruguai
1978,Casas,254.0,2100000.0,3,5,4,Gurupi
1979,Casas,352.0,2100000.0,3,4,5,Jóquei
1980,Casas,246.0,1500000.0,3,4,4,Uruguai
1981,Casas,440.0,1300000.0,4,5,4,Socopo
1982,Casas,226.0,750000.0,4,5,5,Fátima
1983,Casas,113.0,390000.0,3,2,3,Piçarreira
1984,Casas,137.0,860000.0,4,5,3,Morros
1986,Casas,107.0,633999.0,4,4,3,Morros
1987,Casas,230.0,1800000.0,4,4,4,Fátima
1988,Casas,405.0,2800000.0,4,5,2,Tabajaras
1989,Casas,287.0,850000.0,5,5,4,São João
1990,Casas,136.0,950000.0,4,4,2,Morros
1991,Casas,287.0,850000.0,5,5,4,São João
1992,Casas,216.0,1100000.0,4,5,3,Gurupi
1993,Apartamentos,85.0,460000.0,3,2,2,Ilhotas
1994,Apartamentos,127.0,1150000.0,3,3,2,Fátima
1995,Apartamentos,86.0,562990.0,3,4,2,Jóquei
1996,Apartamentos,105.0,650000.0,3,2,2,Fátima
1997,Apartamentos,130.0,770000.0,3,2,2,Fátima
1998,Apartamentos,80.0,560000.0,3,4,2,Horto
1999,Apartamentos,82.0,650000.0,3,4,2,Jóquei
2000,Apartamentos,75.0,420000.0,3,2,1,Santa Isabel
2001,Apartamentos,72.0,398000.0,3,3,2,Noivos
2002,Apartamentos,77.0,370000.0,2,3,1,Campestre
2003,Apartamentos,90.0,482800.0,3,2,2,São Cristóvão
2004,Apartamentos,62.0,340000.0,3,2,2,São João
2005,Apartamentos,106.0,850000.0,3,4,2,Horto
2006,Casas,230.0,750000.0,4,3,4,Santa Isabel
2007,Apartamentos,72.0,460000.0,2,3,2,São Cristóvão
2008,Apartamentos,64.0,390000.0,3,1,2,Cristo Rei
2009,Apartamentos,66.0,280000.0,3,2,1,Piçarra
2010,Apartamentos,106.0,870000.0,3,3,2,Horto
2011,Apartamentos,89.0,350000.0,3,3,2,Morada do Sol
2012,Apartamentos,50.0,212300.0,2,1,1,Cristo Rei
2013,Casas,358.0,2980000.0,5,5,4,Gurupi
2014,Apartamentos,85.0,630000.0,3,2,1,Ilhotas
2015,Casas,200.0,870000.0,4,5,5,Ininga
2016,Casas,137.0,860000.0,4,5,3,Morros
2017,Apartamentos,355.0,2300000.0,4,4,3,Ilhotas
2018,Apartamentos,141.0,1270000.0,3,4,3,Fátima
2019,Apartamentos,45.0,199000.0,2,2,1,Uruguai
2020,Apartamentos,68.0,360000.0,3,2,1,Fátima
2021,Apartamentos,141.0,1350000.0,3,3,3,Fátima
2022,Casas,182.0,987000.0,4,1,2,Horto
2023,Casas,254.0,1950000.0,4,5,4,Uruguai
2024,Casas,190.0,390000.0,3,1,3,Gurupi
2025,Casas,124.0,410000.0,4,3,2,Morros
2026,Apartamentos,55.0,200000.0,2,1,1,Uruguai
2027,Casas,110.0,390000.0,3,2,2,Piçarreira
2028,Apartamentos,81.0,730000.0,3,5,2,Ininga
2029,Apartamentos,74.0,470000.0,2,2,1,Santa Isabel
2030,Apartamentos,59.0,226000.0,3,2,1,Vale Quem Tem
2031,Apartamentos,47.0,150000.0,2,1,1,Campestre
2032,Apartamentos,60.0,250672.0,3,2,1,Uruguai
2033,Apartamentos,225.0,2163000.0,4,1,4,Jóquei
2034,Apartamentos,119.0,950000.0,3,4,2,São Cristóvão
2035,Apartamentos,71.0,490000.0,3,3,2,Uruguai
2036,Casas,140.0,300000.0,3,3,2,Piçarra
2037,Casas,75.0,150000.0,2,2,2,Jacinta Andrade
2038,Casas,375.0,2000000.0,3,4,2,Centro
2039,Casas,375.0,2900000.0,5,5,5,Tabajaras
2040,Apartamentos,104.0,680000.0,4,3,2,Frei Serafim
2041,Apartamentos,47.0,125000.0,2,1,1,Vale do Gavião
2042,Apartamentos,75.0,330000.0,3,3,1,São Cristóvão
2043,Apartamentos,86.0,562990.0,3,1,2,Jóquei
2044,Casas,134.0,780000.0,4,3,3,Planalto
2045,Apartamentos,50.0,225000.0,2,1,1,Uruguai
2046,Casas,60.0,160000.0,2,2,1,Morros
2047,Apartamentos,45.0,145000.0,2,1,1,Morros
2048,Casas,77.0,303000.0,3,1,2,Morros
2049,Apartamentos,100.0,780000.0,3,2,2,Fátima
2050,Casas,135.0,420000.0,3,1,2,Vale Quem Tem
2051,Apartamentos,120.0,620000.0,3,4,2,Jóquei
2052,Apartamentos,206.0,1780000.0,4,4,3,Jóquei
2053,Casas,103.0,290000.0,2,2,2,Renascença
2054,Casas,200.0,590000.0,4,3,4,Satélite
2055,Casas,180.0,1300000.0,3,2,2,Uruguai
2056,Casas,228.0,1700000.0,4,4,2,Uruguai
2057,Casas,440.0,1300000.0,4,1,4,Socopo
2058,Apartamentos,70.0,338000.0,3,2,1,Ininga
2059,Apartamentos,48.0,150000.0,2,1,1,Uruguai
2060,Apartamentos,71.0,240211.0,3,2,1,Uruguai
2061,Casas,120.0,240000.0,2,1,2,Santo Antônio
2062,Casas,169.0,430000.0,3,3,4,Vale Quem Tem
2063,Apartamentos,60.0,340000.0,2,2,2,Ininga
2064,Apartamentos,48.0,260000.0,2,2,1,Cidade Nova
2065,Casas,216.0,1100000.0,4,4,2,Recanto das Palmeiras
2066,Apartamentos,78.0,320000.0,3,3,1,Campestre
2067,Apartamentos,80.0,750000.0,3,2,2,Jóquei
2068,Casas,180.0,770000.0,4,4,2,Morros
2069,Apartamentos,60.0,285000.0,2,3,1,Santa Isabel
2070,Apartamentos,110.0,290000.0,3,2,2,São Pedro
2071,Apartamentos,81.0,730000.0,3,2,2,Ininga
2072,Apartamentos,85.0,535000.0,3,2,2,Ilhotas
2073,Casas,70.0,280000.0,5,2,2,Esplanada
2074,Apartamentos,132.0,830000.0,3,2,2,Fátima
2075,Casas,20.0,1800000.0,5,5,2,Centro
2076,Apartamentos,79.0,735000.0,2,3,2,Fátima
2077,Apartamentos,85.0,460000.0,3,2,2,Ilhotas
2078,Apartamentos,75.0,290000.0,3,2,1,Piçarreira
2080,Apartamentos,77.0,370000.0,2,3,1,Campestre
2081,Apartamentos,60.0,450000.0,3,3,1,Ininga
2082,Apartamentos,65.0,310000.0,3,2,1,Cidade Nova
2083,Apartamentos,56.0,230000.0,2,2,1,São Cristóvão
2084,Apartamentos,68.0,270000.0,3,1,1,Gurupi
2085,Casas,140.0,380000.0,3,1,2,São Pedro
2086,Apartamentos,50.0,130000.0,2,1,1,Cidade Jardim
2087,Apartamentos,62.0,435000.0,2,3,1,Recanto das Palmeiras
2088,Apartamentos,77.0,250000.0,3,1,1,Campestre
2089,Casas,65.0,180000.0,2,2,2,Morros
2092,Apartamentos,106.0,890000.0,3,4,2,Horto
2093,Casas,400.0,780000.0,3,4,5,Memorare
2094,Apartamentos,145.0,750000.0,3,3,2,Recanto das Palmeiras
2095,Apartamentos,85.0,535000.0,3,2,2,Ilhotas
2096,Apartamentos,56.0,272835.0,2,1,2,Uruguai
2097,Apartamentos,225.0,2200000.0,4,5,4,Jóquei
2098,Casas,100.0,150000.0,3,2,1,Cidade Jardim
2099,Casas,134.0,750000.0,3,4,2,Morros
2100,Apartamentos,48.0,165000.0,2,1,1,Marquês
2101,Casas,200.0,930000.0,4,5,5,Fátima
2102,Apartamentos,140.0,990000.0,4,4,3,Horto
2103,Apartamentos,68.0,425360.0,3,2,2,Três Andares
2104,Casas,219.0,650000.0,3,4,2,Piçarreira
2105,Apartamentos,128.0,1200000.0,3,3,2,Horto
2106,Apartamentos,74.0,360000.0,3,2,2,São Cristóvão
2107,Casas,160.0,240000.0,2,1,1,Vale Quem Tem
2108,Apartamentos,78.0,485000.0,3,2,2,Monte Castelo
2109,Apartamentos,52.0,303000.0,2,1,1,Morada do Sol
2110,Casas,160.0,680000.0,4,5,2,Morros
2111,Apartamentos,65.0,165000.0,3,2,1,Piçarra
2112,Apartamentos,65.0,195000.0,3,2,1,Uruguai
2113,Apartamentos,225.0,500000.0,3,2,4,São Cristóvão
2114,Casas,110.0,550000.0,4,4,2,Morros
2115,Apartamentos,200.0,850000.0,3,4,3,Fátima
2116,Casas,70.0,240000.0,3,2,1,Centro
2117,Apartamentos,130.0,1214042.0,3,4,3,Jóquei
2118,Apartamentos,47.0,130000.0,2,1,1,Vale do Gavião
2119,Apartamentos,70.0,450000.0,3,2,2,Recanto das Palmeiras
2120,Apartamentos,72.0,350000.0,3,3,1,São Cristóvão
2121,Apartamentos,58.0,250000.0,3,1,1,Zoobotânico
2122,Apartamentos,49.0,209490.0,2,1,1,Cristo Rei
2123,Casas,180.0,1300000.0,3,3,4,Gurupi
2124,Apartamentos,62.0,230000.0,3,2,1,Novo Horizonte
2126,Casas,300.0,250000.0,3,2,5,Esplanada
2127,Apartamentos,60.0,280000.0,2,1,1,Uruguai
2128,Apartamentos,60.0,370000.0,3,1,1,Uruguai
2129,Apartamentos,85.0,460000.0,3,2,2,Ilhotas
2130,Apartamentos,137.0,900000.0,3,3,2,Jóquei
2131,Apartamentos,119.0,950000.0,3,2,2,Fátima
2132,Apartamentos,78.0,489000.0,3,2,2,São Cristóvão
2133,Apartamentos,78.0,485000.0,3,2,2,Monte Castelo
2134,Apartamentos,65.0,330000.0,3,2,2,Recanto das Palmeiras
2135,Apartamentos,60.0,340000.0,2,2,1,Santa Isabel
2136,Apartamentos,74.0,355000.0,3,2,1,Santa Isabel
2137,Apartamentos,77.0,390000.0,2,2,2,Noivos
2138,Apartamentos,56.0,354155.0,3,2,2,Cristo Rei
2140,Casas,157.0,419108.0,3,4,2,Morros
2141,Apartamentos,61.0,250000.0,3,2,1,Novo Horizonte
2142,Casas,210.0,1450000.0,4,4,2,Uruguai
2143,Apartamentos,210.0,1000000.0,4,5,4,Jóquei
2144,Casas,250.0,820000.0,4,4,1,Fátima
2145,Apartamentos,68.0,185000.0,3,2,1,Monte Castelo
2146,Apartamentos,86.0,564990.0,3,2,2,Jóquei
2148,Apartamentos,78.0,190000.0,3,2,1,Ininga
2149,Casas,272.0,2100000.0,4,4,4,Gurupi
2150,Apartamentos,80.0,560000.0,3,2,2,Ininga
2151,Casas,99.0,650000.0,4,4,4,Cidade Jardim
2152,Casas,251.0,150000.0,2,1,1,Parque Poti
2153,Apartamentos,80.0,430000.0,3,3,1,Fátima
2155,Apartamentos,56.0,163000.0,2,2,1,Bela Vista
2156,Casas,102.0,315000.0,3,2,2,Renascença
2157,Casas,553.0,1400000.0,5,5,5,Santa Isabel
2158,Casas,440.0,1300000.0,4,1,4,Socopo
2159,Apartamentos,120.0,190000.0,3,3,1,Centro
2161,Apartamentos,59.0,321500.0,3,1,1,Recanto das Palmeiras
2162,Casas,262.0,2300000.0,4,3,2,Uruguai
2163,Casas,176.0,650000.0,3,5,3,Santa Isabel
2165,Apartamentos,195.0,1400000.0,4,5,2,Jóquei
2166,Apartamentos,49.0,160000.0,2,1,1,Uruguai
2167,Casas,330.0,1150000.0,3,5,2,Ininga
2168,Casas,103.0,530000.0,3,3,2,Cidade Jardim
2169,Casas,146.0,390000.0,3,2,2,Alto Alegre
2170,Apartamentos,127.0,1150000.0,3,3,2,Fátima
2171,Casas,180.0,500000.0,3,2,2,Saci
2172,Casas,237.0,1250000.0,4,4,5,Ininga
2174,Apartamentos,48.0,125000.0,2,1,1,Gurupi
2175,Apartamentos,50.0,147000.0,2,1,1,Vale do Gavião
2176,Apartamentos,59.0,330000.0,2,2,1,Recanto das Palmeiras
2177,Casas,151.0,740000.0,4,4,2,Gurupi
2178,Apartamentos,80.0,475000.0,3,1,2,Horto
2180,Casas,200.0,400000.0,2,2,2,Vale Quem Tem
2181,Apartamentos,80.0,500000.0,3,1,1,Jóquei
2182,Casas,76.0,269900.0,3,1,2,Morros
2183,Apartamentos,85.0,580000.0,3,3,2,Jóquei
2184,Casas,200.0,380000.0,5,2,2,Saci
2185,Apartamentos,70.0,490000.0,3,3,2,Uruguai
2186,Apartamentos,63.0,230000.0,2,2,1,Ininga
2187,Apartamentos,78.0,150000.0,3,2,5,Uruguai
2188,Apartamentos,65.0,220000.0,3,1,1,Uruguai
2190,Casas,60.0,140000.0,3,2,2,Parque Sul
2191,Apartamentos,180.0,960000.0,4,5,2,Jóquei
2192,Casas,215.0,1800000.0,4,4,2,Uruguai
2193,Apartamentos,60.0,300000.0,2,2,1,Morros
2194,Casas,400.0,650000.0,4,5,4,São Cristóvão
2195,Casas,200.0,2000000.0,3,3,4,Gurupi
2196,Apartamentos,103.0,850000.0,3,4,2,Horto
2197,Apartamentos,86.0,562990.0,3,4,2,Jóquei
2198,Apartamentos,69.0,270000.0,3,2,1,Marquês
2199,Apartamentos,46.0,134000.0,2,1,1,Itararé
2200,Casas,130.0,661000.0,3,3,2,Vale Quem Tem
2201,Apartamentos,48.0,145000.0,2,1,1,Tabajaras
2202,Apartamentos,96.0,450000.0,3,3,2,Jóquei
2203,Apartamentos,60.0,220000.0,2,2,1,Uruguai
2204,Apartamentos,161.0,1270000.0,4,4,2,Fátima
2205,Apartamentos,66.0,315000.0,3,2,1,Gurupi
2206,Casas,200.0,410000.0,3,1,2,Itararé
2207,Apartamentos,75.0,310000.0,3,2,1,Santa Isabel
2208,Apartamentos,56.0,228000.0,2,2,2,São Cristóvão
2210,Casas,136.0,280000.0,4,2,2,Lourival Parente
2211,Apartamentos,67.0,140000.0,2,2,1,Novo Horizonte
2212,Casas,182.0,980000.0,4,3,2,Horto
2213,Apartamentos,66.0,275000.0,3,2,1,São Cristóvão
2214,Casas,145.0,700000.0,4,5,3,Morros
2215,Apartamentos,74.0,360000.0,4,2,2,São João
2216,Casas,102.0,474260.0,4,4,2,Morros
2217,Casas,220.0,1200000.0,5,3,4,Zoobotânico
